# SKA1-low layout: /home/aly/syncthing/git/fg21sim/fg21sim/uvsim/ska1low.layout.txt
# All stations layout
# East[m]   North[m]   Up[m]
-1.283325440824260113e+03 4.638290142148520317e+03 0.000000000000000000e+00
-1.209569587435907806e+03 4.663046837697683259e+03 0.000000000000000000e+00
-1.302163429404020917e+03 4.668781504086826317e+03 0.000000000000000000e+00
-1.258985935925556987e+03 4.684355510268705075e+03 0.000000000000000000e+00
-1.292620451689619358e+03 4.705444014198974401e+03 0.000000000000000000e+00
-1.229573362505138903e+03 4.718405055800901209e+03 0.000000000000000000e+00
-4.484846451358818740e+03 4.455083267714052454e+03 0.000000000000000000e+00
-4.458225978295416098e+03 4.484749454628018611e+03 0.000000000000000000e+00
-4.537226072441791985e+03 4.490598150976162287e+03 0.000000000000000000e+00
-4.495672553847057316e+03 4.501793854332690898e+03 0.000000000000000000e+00
-4.472027632072425149e+03 4.537821150713198222e+03 0.000000000000000000e+00
-4.526414766500244696e+03 4.541177849600684567e+03 0.000000000000000000e+00
6.985025811679327489e+03 -4.106070868227288884e+03 0.000000000000000000e+00
6.946368802674767721e+03 -4.087633236019807555e+03 0.000000000000000000e+00
7.042179909224743824e+03 -4.082914133162424605e+03 0.000000000000000000e+00
6.987640719569049907e+03 -4.049923737283570517e+03 0.000000000000000000e+00
6.958254037572583002e+03 -4.015902567846835154e+03 0.000000000000000000e+00
7.030712181028811756e+03 -4.011173845176219402e+03 0.000000000000000000e+00
9.909002370835947659e+03 -3.778255888714663797e+03 0.000000000000000000e+00
9.854748740927214385e+03 -3.769277272932115920e+03 0.000000000000000000e+00
9.877677082823465753e+03 -3.729055488215041350e+03 0.000000000000000000e+00
9.954024461604054522e+03 -3.723317253661785799e+03 0.000000000000000000e+00
9.857080949582774338e+03 -3.697113092733309259e+03 0.000000000000000000e+00
9.923602511273595155e+03 -3.688075095321990375e+03 0.000000000000000000e+00
1.020739412836449446e+04 -9.099430789427871787e+03 0.000000000000000000e+00
1.016476406185611268e+04 -9.068473745076575142e+03 0.000000000000000000e+00
1.010847556126414929e+04 -9.061476790547148994e+03 0.000000000000000000e+00
1.019962214247642260e+04 -9.042960923336700944e+03 0.000000000000000000e+00
1.016163993955893602e+04 -9.025419121378357886e+03 0.000000000000000000e+00
1.012128054689686178e+04 -9.023855386213570455e+03 0.000000000000000000e+00
1.746107996117374569e+04 -6.679186866192786738e+02 0.000000000000000000e+00
1.737966335445590448e+04 -6.648069270543244329e+02 0.000000000000000000e+00
1.742363409833888727e+04 -6.541010237674472592e+02 0.000000000000000000e+00
1.738188492811408651e+04 -6.251764820026752432e+02 0.000000000000000000e+00
1.744705925578371171e+04 -6.211379660205961954e+02 0.000000000000000000e+00
1.741702917614505350e+04 -5.997938962916862238e+02 0.000000000000000000e+00
2.264867903629457214e+04 2.826673217808469872e+03 0.000000000000000000e+00
2.259451124626353703e+04 2.866613043386880690e+03 0.000000000000000000e+00
2.263045110993510389e+04 2.869769640369235731e+03 0.000000000000000000e+00
2.268896223411198662e+04 2.884274775708684501e+03 0.000000000000000000e+00
2.261769882980757757e+04 2.916816235633039923e+03 0.000000000000000000e+00
2.267832408954529819e+04 2.918040405657755855e+03 0.000000000000000000e+00
2.502001377086809225e+04 1.409114142843282025e+04 0.000000000000000000e+00
2.499323464455729481e+04 1.411709473391042593e+04 0.000000000000000000e+00
2.505945279587944606e+04 1.413638881163194492e+04 0.000000000000000000e+00
2.499501419213931513e+04 1.415658652227057246e+04 0.000000000000000000e+00
2.503355952484623776e+04 1.416241800284604687e+04 0.000000000000000000e+00
2.495174614991218914e+04 1.416312495465909706e+04 0.000000000000000000e+00
3.347869707793968701e+04 1.482159801098045864e+04 0.000000000000000000e+00
3.343496290581294306e+04 1.483924770778661332e+04 0.000000000000000000e+00
3.353945631803845026e+04 1.484788233496031171e+04 0.000000000000000000e+00
3.345561602241740911e+04 1.487393399114164640e+04 0.000000000000000000e+00
3.349421960888129979e+04 1.488450275326133851e+04 0.000000000000000000e+00
3.345660857078863046e+04 1.491067665780660900e+04 0.000000000000000000e+00
-7.053468225381419870e+03 -4.315153431802438718e+03 0.000000000000000000e+00
-7.035770133089506089e+03 -4.278724248710024767e+03 0.000000000000000000e+00
-6.996658225610086447e+03 -4.275265441144248143e+03 0.000000000000000000e+00
-7.068326435168330136e+03 -4.258877976291432788e+03 0.000000000000000000e+00
-7.030282798652714519e+03 -4.228621245905257638e+03 0.000000000000000000e+00
-7.079209081386004982e+03 -4.221517426489574063e+03 0.000000000000000000e+00
-9.696658193669481989e+03 -8.271289752974282237e+03 0.000000000000000000e+00
-9.659118407394840688e+03 -8.268756827267206972e+03 0.000000000000000000e+00
-9.639494102997847222e+03 -8.235147794087675720e+03 0.000000000000000000e+00
-9.755746903086672319e+03 -8.233531932555863023e+03 0.000000000000000000e+00
-9.706016869369826964e+03 -8.219052759186602998e+03 0.000000000000000000e+00
-9.707872943069083703e+03 -8.182564915994355033e+03 0.000000000000000000e+00
-1.417472457424399363e+04 -4.527813125358929028e+03 0.000000000000000000e+00
-1.422663418484465546e+04 -4.512503389188404071e+03 0.000000000000000000e+00
-1.426454125722944445e+04 -4.498115408330484570e+03 0.000000000000000000e+00
-1.419973293894610106e+04 -4.487005372356496082e+03 0.000000000000000000e+00
-1.422357233602031374e+04 -4.451922571272259120e+03 0.000000000000000000e+00
-1.418516972217863258e+04 -4.438573192815549191e+03 0.000000000000000000e+00
-1.090234012108132811e+04 -1.386361831565664761e+04 0.000000000000000000e+00
-1.093706051996968745e+04 -1.385726837894389064e+04 0.000000000000000000e+00
-1.090086440610446516e+04 -1.382489267161004500e+04 0.000000000000000000e+00
-1.095522567102399444e+04 -1.380787066459163725e+04 0.000000000000000000e+00
-1.086703952920122538e+04 -1.379463211664594382e+04 0.000000000000000000e+00
-1.092416943570909825e+04 -1.379120450555047501e+04 0.000000000000000000e+00
-9.130712890497205080e+03 -2.083819668802676097e+04 0.000000000000000000e+00
-9.157609678461343719e+03 -2.080864173718950042e+04 0.000000000000000000e+00
-9.111788534449373401e+03 -2.079536421937969862e+04 0.000000000000000000e+00
-9.075334885066040442e+03 -2.078353072840706955e+04 0.000000000000000000e+00
-9.163602891985341557e+03 -2.076948715307206294e+04 0.000000000000000000e+00
-9.114084758624674578e+03 -2.073576486706904689e+04 0.000000000000000000e+00
-2.912004295329725210e+03 -2.651877113721746719e+04 0.000000000000000000e+00
-2.955768102052015820e+03 -2.648787156932025391e+04 0.000000000000000000e+00
-2.912964819214610543e+03 -2.648353139386981638e+04 0.000000000000000000e+00
-2.871185863740737659e+03 -2.646784198852270129e+04 0.000000000000000000e+00
-2.968463398703953317e+03 -2.645518861227286834e+04 0.000000000000000000e+00
-2.913971051773228282e+03 -2.642246778441028437e+04 0.000000000000000000e+00
-3.914630766977192252e+03 -3.357683316745789489e+04 0.000000000000000000e+00
-3.962729476037781751e+03 -3.356206807320551889e+04 0.000000000000000000e+00
-3.875744803500296257e+03 -3.355231572455509740e+04 0.000000000000000000e+00
-3.929902309825144584e+03 -3.353398559159968136e+04 0.000000000000000000e+00
-3.976144795872384748e+03 -3.352684549982258613e+04 0.000000000000000000e+00
-3.905035143590045664e+03 -3.350921316180668509e+04 0.000000000000000000e+00
-1.528395203268289606e+02 8.161894675244042446e+03 0.000000000000000000e+00
-1.880729182536824737e+02 8.177573440301588562e+03 0.000000000000000000e+00
-2.236046519182273187e+02 8.183636919038297492e+03 0.000000000000000000e+00
-1.470606478737643101e+02 8.203283905095928276e+03 0.000000000000000000e+00
-1.827218515309964459e+02 8.216466366046750409e+03 0.000000000000000000e+00
-2.107736871038887330e+02 8.244417322360568505e+03 0.000000000000000000e+00
4.053043501712634225e+03 1.138434262315184969e+04 0.000000000000000000e+00
4.017418521556832275e+03 1.140070571710124386e+04 0.000000000000000000e+00
4.057503730313635970e+03 1.142395182887777628e+04 0.000000000000000000e+00
4.023688333404119930e+03 1.143659926833367717e+04 0.000000000000000000e+00
4.095269038087829358e+03 1.144181927448724309e+04 0.000000000000000000e+00
4.048706962629551072e+03 1.148271578088901333e+04 0.000000000000000000e+00
-3.960601694414452140e+03 1.237705144818028930e+04 0.000000000000000000e+00
-3.881397424815049817e+03 1.238419817735749712e+04 0.000000000000000000e+00
-3.926618829193748297e+03 1.240369033473706622e+04 0.000000000000000000e+00
-3.889602915335859961e+03 1.243694142765656215e+04 0.000000000000000000e+00
-3.977865804034158828e+03 1.244014816330863869e+04 0.000000000000000000e+00
-3.924263218961455095e+03 1.244450380772269091e+04 0.000000000000000000e+00
-8.403796760310842728e+03 1.547598048352268415e+04 0.000000000000000000e+00
-8.363354956307492102e+03 1.548681236122118935e+04 0.000000000000000000e+00
-8.425653378796472680e+03 1.550576955837713467e+04 0.000000000000000000e+00
-8.384551704879822864e+03 1.552729176050898423e+04 0.000000000000000000e+00
-8.422756753036634109e+03 1.555033455378593681e+04 0.000000000000000000e+00
-8.381381300412458586e+03 1.556443787469937706e+04 0.000000000000000000e+00
-1.386388666088862738e+04 1.804162669900484252e+04 0.000000000000000000e+00
-1.383271596093423796e+04 1.805842677958599597e+04 0.000000000000000000e+00
-1.386184900031707730e+04 1.809012403912793889e+04 0.000000000000000000e+00
-1.389940223153642182e+04 1.809274637878333670e+04 0.000000000000000000e+00
-1.383802450735267666e+04 1.812476227862557425e+04 0.000000000000000000e+00
-1.389390398083704349e+04 1.813547274239523176e+04 0.000000000000000000e+00
-2.182549071149645169e+04 1.322794891743038534e+04 0.000000000000000000e+00
-2.177343352083746140e+04 1.324390844962857045e+04 0.000000000000000000e+00
-2.185792862999596036e+04 1.326664472932434182e+04 0.000000000000000000e+00
-2.181703254542293143e+04 1.327445027770186971e+04 0.000000000000000000e+00
-2.178542533843930505e+04 1.329062493480510784e+04 0.000000000000000000e+00
-2.185545951877779953e+04 1.331215961278671966e+04 0.000000000000000000e+00
-3.107594663514537388e+04 2.470876262974081692e+04 0.000000000000000000e+00
-3.100879537294122565e+04 2.473337809636737802e+04 0.000000000000000000e+00
-3.106522709406520516e+04 2.475272210072463713e+04 0.000000000000000000e+00
-3.101859811121210078e+04 2.477099947137678464e+04 0.000000000000000000e+00
-3.110094236768378323e+04 2.477640022090789716e+04 0.000000000000000000e+00
-3.106246623292391450e+04 2.479281404141054372e+04 0.000000000000000000e+00
